AssetName,AssetType,CompressedSize,InstalledSize,OptionalSize,StreamingSize,UncompressedSize
/AFLBagMan/Equipment/B_WeaponInstance_AFL_HALO.B_WeaponInstance_AFL_HALO,/Script/Engine.Blueprint,1503,1503,0,0,3605
/AFLBagMan/Equipment/B_WeaponInstance_AFL_HandCannon_FANATICS.B_WeaponInstance_AFL_HandCannon_FANATICS,/Script/Engine.Blueprint,1519,1519,0,0,3653
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Homer.B_WeaponInstance_AFL_Homer,/Script/Engine.Blueprint,1506,1506,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Ioncaster.B_WeaponInstance_AFL_Ioncaster,/Script/Engine.Blueprint,1511,1511,0,0,3621
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Judge45.B_WeaponInstance_AFL_Judge45,/Script/Engine.Blueprint,1328,1328,0,0,3083
/AFLBagMan/Equipment/B_WeaponInstance_AFL_KAGE.B_WeaponInstance_AFL_KAGE,/Script/Engine.Blueprint,1503,1503,0,0,3605
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Lobber.B_WeaponInstance_AFL_Lobber,/Script/Engine.Blueprint,1507,1507,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Makhiavelli.B_WeaponInstance_AFL_Makhiavelli,/Script/Engine.Blueprint,1508,1508,0,0,3629
/AFLBagMan/Equipment/B_WeaponInstance_AFL_N90.B_WeaponInstance_AFL_N90,/Script/Engine.Blueprint,1492,1492,0,0,3590
/AFLBagMan/Equipment/B_WeaponInstance_AFL_NFP16.B_WeaponInstance_AFL_NFP16,/Script/Engine.Blueprint,1326,1326,0,0,3083
/AFLBagMan/Equipment/B_WeaponInstance_AFL_NovaKai.B_WeaponInstance_AFL_NovaKai,/Script/Engine.Blueprint,1508,1508,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_OnyxPrime.B_WeaponInstance_AFL_OnyxPrime,/Script/Engine.Blueprint,1508,1508,0,0,3621
/AFLBagMan/Equipment/B_WeaponInstance_AFL_ORION.B_WeaponInstance_AFL_ORION,/Script/Engine.Blueprint,1504,1504,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_PP9.B_WeaponInstance_AFL_PP9,/Script/Engine.Blueprint,1492,1492,0,0,3590
/AFLBagMan/Equipment/B_WeaponInstance_AFL_PulseCarbine.B_WeaponInstance_AFL_PulseCarbine,/Script/Engine.Blueprint,1310,1310,0,0,3082
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Railgun.B_WeaponInstance_AFL_Railgun,/Script/Engine.Blueprint,1509,1509,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Remore.B_WeaponInstance_AFL_Remore,/Script/Engine.Blueprint,1494,1494,0,0,3598
/AFLBagMan/Equipment/B_WeaponInstance_AFL_RiftOne.B_WeaponInstance_AFL_RiftOne,/Script/Engine.Blueprint,1506,1506,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Ripsaw.B_WeaponInstance_AFL_Ripsaw,/Script/Engine.Blueprint,1507,1507,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Rocket.B_WeaponInstance_AFL_Rocket,/Script/Engine.Blueprint,1502,1502,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Ronin.B_WeaponInstance_AFL_Ronin,/Script/Engine.Blueprint,1506,1506,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Ryu.B_WeaponInstance_AFL_Ryu,/Script/Engine.Blueprint,1503,1503,0,0,3605
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Sable.B_WeaponInstance_AFL_Sable,/Script/Engine.Blueprint,1506,1506,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Scarlett.B_WeaponInstance_AFL_Scarlett,/Script/Engine.Blueprint,1743,1743,0,0,3994
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Scatterhawk.B_WeaponInstance_AFL_Scatterhawk,/Script/Engine.Blueprint,1508,1508,0,0,3629
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Seeker.B_WeaponInstance_AFL_Seeker,/Script/Engine.Blueprint,1506,1506,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Shield.B_WeaponInstance_AFL_Shield,/Script/Engine.Blueprint,1507,1507,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_SMG.B_WeaponInstance_AFL_SMG,/Script/Engine.Blueprint,1504,1504,0,0,3605
/AFLBagMan/Equipment/B_WeaponInstance_AFL_SOLARA.B_WeaponInstance_AFL_SOLARA,/Script/Engine.Blueprint,1505,1505,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Talon.B_WeaponInstance_AFL_Talon,/Script/Engine.Blueprint,1505,1505,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Tempest.B_WeaponInstance_AFL_Tempest,/Script/Engine.Blueprint,1507,1507,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Valkyr.B_WeaponInstance_AFL_Valkyr,/Script/Engine.Blueprint,1503,1503,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Vanguard.B_WeaponInstance_AFL_Vanguard,/Script/Engine.Blueprint,1496,1496,0,0,3606
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Vanta.B_WeaponInstance_AFL_Vanta,/Script/Engine.Blueprint,1738,1738,0,0,3986
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Verdant.B_WeaponInstance_AFL_Verdant,/Script/Engine.Blueprint,1506,1506,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Volt.B_WeaponInstance_AFL_Volt,/Script/Engine.Blueprint,1505,1505,0,0,3605
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Voltaic.B_WeaponInstance_AFL_Voltaic,/Script/Engine.Blueprint,1507,1507,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_Warhead.B_WeaponInstance_AFL_Warhead,/Script/Engine.Blueprint,1507,1507,0,0,3613
/AFLBagMan/Equipment/B_WeaponInstance_AFL_ZenKoan.B_WeaponInstance_AFL_ZenKoan,/Script/Engine.Blueprint,1505,1505,0,0,3613
/AFLBagMan/Equipment/ID_AFL_Akuma.ID_AFL_Akuma,/Script/Engine.Blueprint,1306,1306,0,0,2506
/AFLBagMan/Equipment/ID_AFL_Arclight.ID_AFL_Arclight,/Script/Engine.Blueprint,1315,1315,0,0,2519
/AFLBagMan/Equipment/ID_AFL_Aria.ID_AFL_Aria,/Script/Engine.Blueprint,1307,1307,0,0,2504
/AFLBagMan/Equipment/ID_AFL_Astra.ID_AFL_Astra,/Script/Engine.Blueprint,1311,1311,0,0,2522
/AFLBagMan/Equipment/ID_AFL_Aurelia.ID_AFL_Aurelia,/Script/Engine.Blueprint,1313,1313,0,0,2534
/AFLBagMan/Equipment/ID_AFL_Azura.ID_AFL_Azura,/Script/Engine.Blueprint,1310,1310,0,0,2518
/AFLBagMan/Equipment/ID_AFL_BeamCutter.ID_AFL_BeamCutter,/Script/Engine.Blueprint,1310,1310,0,0,2535
/AFLBagMan/Equipment/ID_AFL_BigSixx.ID_AFL_BigSixx,/Script/Engine.Blueprint,1311,1311,0,0,2526
/AFLBagMan/Equipment/ID_AFL_Breachbolt.ID_AFL_Breachbolt,/Script/Engine.Blueprint,1304,1304,0,0,2532
/AFLBagMan/Equipment/ID_AFL_Breacher.ID_AFL_Breacher,/Script/Engine.Blueprint,1319,1319,0,0,2521
/AFLBagMan/Equipment/ID_AFL_Cielo.ID_AFL_Cielo,/Script/Engine.Blueprint,1309,1309,0,0,2514
/AFLBagMan/Equipment/ID_AFL_Coralis.ID_AFL_Coralis,/Script/Engine.Blueprint,1297,1297,0,0,2506
/AFLBagMan/Equipment/ID_AFL_DE42.ID_AFL_DE42,/Script/Engine.Blueprint,1322,1322,0,0,2488
/AFLBagMan/Equipment/ID_AFL_Draco.ID_AFL_Draco,/Script/Engine.Blueprint,1314,1314,0,0,2530
/AFLBagMan/Equipment/ID_AFL_Duskbeam.ID_AFL_Duskbeam,/Script/Engine.Blueprint,1304,1304,0,0,2520
/AFLBagMan/Equipment/ID_AFL_Ember.ID_AFL_Ember,/Script/Engine.Blueprint,1312,1312,0,0,2530
/AFLBagMan/Equipment/ID_AFL_Emberpulse.ID_AFL_Emberpulse,/Script/Engine.Blueprint,1299,1299,0,0,2532
/AFLBagMan/Equipment/ID_AFL_EMP.ID_AFL_EMP,/Script/Engine.Blueprint,1338,1338,0,0,2507
/AFLBagMan/Equipment/ID_AFL_FANATICS.ID_AFL_FANATICS,/Script/Engine.Blueprint,1312,1312,0,0,2535
/AFLBagMan/Equipment/ID_AFL_Flak.ID_AFL_Flak,/Script/Engine.Blueprint,1299,1299,0,0,2480
/AFLBagMan/Equipment/ID_AFL_GTM.ID_AFL_GTM,/Script/Engine.Blueprint,1307,1307,0,0,2476
/AFLBagMan/Equipment/ID_AFL_HALO.ID_AFL_HALO,/Script/Engine.Blueprint,1309,1309,0,0,2498
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_L.ID_AFL_HandCannon_DRAGON_SOUL_L,/Script/Engine.Blueprint,1356,1356,0,0,2645
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonBlue_L.ID_AFL_HandCannon_DRAGON_SOUL_NeonBlue_L,/Script/Engine.Blueprint,1374,1374,0,0,2690
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonBlue_R.ID_AFL_HandCannon_DRAGON_SOUL_NeonBlue_R,/Script/Engine.Blueprint,1372,1372,0,0,2686
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonBlue_XT.ID_AFL_HandCannon_DRAGON_SOUL_NeonBlue_XT,/Script/Engine.Blueprint,1380,1380,0,0,2690
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonGreen_L.ID_AFL_HandCannon_DRAGON_SOUL_NeonGreen_L,/Script/Engine.Blueprint,1374,1374,0,0,2692
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonGreen_R.ID_AFL_HandCannon_DRAGON_SOUL_NeonGreen_R,/Script/Engine.Blueprint,1376,1376,0,0,2688
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonGreen_XT.ID_AFL_HandCannon_DRAGON_SOUL_NeonGreen_XT,/Script/Engine.Blueprint,1374,1374,0,0,2700
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonPink_L.ID_AFL_HandCannon_DRAGON_SOUL_NeonPink_L,/Script/Engine.Blueprint,1376,1376,0,0,2690
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonPink_R.ID_AFL_HandCannon_DRAGON_SOUL_NeonPink_R,/Script/Engine.Blueprint,1377,1377,0,0,2686
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonPink_XT.ID_AFL_HandCannon_DRAGON_SOUL_NeonPink_XT,/Script/Engine.Blueprint,1380,1380,0,0,2690
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonPurple_L.ID_AFL_HandCannon_DRAGON_SOUL_NeonPurple_L,/Script/Engine.Blueprint,1377,1377,0,0,2702
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonPurple_R.ID_AFL_HandCannon_DRAGON_SOUL_NeonPurple_R,/Script/Engine.Blueprint,1373,1373,0,0,2698
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonPurple_XT.ID_AFL_HandCannon_DRAGON_SOUL_NeonPurple_XT,/Script/Engine.Blueprint,1378,1378,0,0,2702
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonRed_L.ID_AFL_HandCannon_DRAGON_SOUL_NeonRed_L,/Script/Engine.Blueprint,1376,1376,0,0,2688
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonRed_R.ID_AFL_HandCannon_DRAGON_SOUL_NeonRed_R,/Script/Engine.Blueprint,1373,1373,0,0,2684
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonRed_XT.ID_AFL_HandCannon_DRAGON_SOUL_NeonRed_XT,/Script/Engine.Blueprint,1382,1382,0,0,2688
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonYellow_L.ID_AFL_HandCannon_DRAGON_SOUL_NeonYellow_L,/Script/Engine.Blueprint,1377,1377,0,0,2702
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonYellow_R.ID_AFL_HandCannon_DRAGON_SOUL_NeonYellow_R,/Script/Engine.Blueprint,1375,1375,0,0,2698
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_NeonYellow_XT.ID_AFL_HandCannon_DRAGON_SOUL_NeonYellow_XT,/Script/Engine.Blueprint,1376,1376,0,0,2702
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_R.ID_AFL_HandCannon_DRAGON_SOUL_R,/Script/Engine.Blueprint,1355,1355,0,0,2641
/AFLBagMan/Equipment/ID_AFL_HandCannon_DRAGON_SOUL_XT.ID_AFL_HandCannon_DRAGON_SOUL_XT,/Script/Engine.Blueprint,1363,1363,0,0,2645
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonBlue_L.ID_AFL_HandCannon_FANATICS2_NeonBlue_L,/Script/Engine.Blueprint,1353,1353,0,0,2677
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonBlue_R.ID_AFL_HandCannon_FANATICS2_NeonBlue_R,/Script/Engine.Blueprint,1349,1349,0,0,2673
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonBlue_XT.ID_AFL_HandCannon_FANATICS2_NeonBlue_XT,/Script/Engine.Blueprint,1360,1360,0,0,2685
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonGreen_L.ID_AFL_HandCannon_FANATICS2_NeonGreen_L,/Script/Engine.Blueprint,1357,1357,0,0,2687
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonGreen_R.ID_AFL_HandCannon_FANATICS2_NeonGreen_R,/Script/Engine.Blueprint,1354,1354,0,0,2683
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonGreen_XT.ID_AFL_HandCannon_FANATICS2_NeonGreen_XT,/Script/Engine.Blueprint,1360,1360,0,0,2687
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonPink_L.ID_AFL_HandCannon_FANATICS2_NeonPink_L,/Script/Engine.Blueprint,1357,1357,0,0,2677
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonPink_R.ID_AFL_HandCannon_FANATICS2_NeonPink_R,/Script/Engine.Blueprint,1350,1350,0,0,2673
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonPink_XT.ID_AFL_HandCannon_FANATICS2_NeonPink_XT,/Script/Engine.Blueprint,1356,1356,0,0,2685
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonPurple_L.ID_AFL_HandCannon_FANATICS2_NeonPurple_L,/Script/Engine.Blueprint,1360,1360,0,0,2689
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonPurple_R.ID_AFL_HandCannon_FANATICS2_NeonPurple_R,/Script/Engine.Blueprint,1357,1357,0,0,2685
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonPurple_XT.ID_AFL_HandCannon_FANATICS2_NeonPurple_XT,/Script/Engine.Blueprint,1360,1360,0,0,2689
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonRed_L.ID_AFL_HandCannon_FANATICS2_NeonRed_L,/Script/Engine.Blueprint,1357,1357,0,0,2675
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonRed_R.ID_AFL_HandCannon_FANATICS2_NeonRed_R,/Script/Engine.Blueprint,1352,1352,0,0,2671
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonRed_XT.ID_AFL_HandCannon_FANATICS2_NeonRed_XT,/Script/Engine.Blueprint,1356,1356,0,0,2675
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonYellow_L.ID_AFL_HandCannon_FANATICS2_NeonYellow_L,/Script/Engine.Blueprint,1357,1357,0,0,2689
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonYellow_R.ID_AFL_HandCannon_FANATICS2_NeonYellow_R,/Script/Engine.Blueprint,1361,1361,0,0,2685
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS2_NeonYellow_XT.ID_AFL_HandCannon_FANATICS2_NeonYellow_XT,/Script/Engine.Blueprint,1357,1357,0,0,2689
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS_L.ID_AFL_HandCannon_FANATICS_L,/Script/Engine.Blueprint,1370,1370,0,0,2669
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS_R.ID_AFL_HandCannon_FANATICS_R,/Script/Engine.Blueprint,1366,1366,0,0,2665
/AFLBagMan/Equipment/ID_AFL_HandCannon_FANATICS_XT.ID_AFL_HandCannon_FANATICS_XT,/Script/Engine.Blueprint,1345,1345,0,0,2631
/AFLBagMan/Equipment/ID_AFL_HandCannon_FUTURE_WARRIOR_L.ID_AFL_HandCannon_FUTURE_WARRIOR_L,/Script/Engine.Blueprint,1359,1359,0,0,2659
/AFLBagMan/Equipment/ID_AFL_HandCannon_FUTURE_WARRIOR_NeonBlue_L.ID_AFL_HandCannon_FUTURE_WARRIOR_NeonBlue_L,/Script/Engine.Blueprint,1375,1375,0,0,2704
/AFLBagMan/Equipment/ID_AFL_HandCannon_FUTURE_WARRIOR_NeonBlue_R.ID_AFL_HandCannon_FUTURE_WARRIOR_NeonBlue_R,/Script/Engine.Blueprint,1375,1375,0,0,2700
/AFLBagMan/Equipment/ID_AFL_HandCannon_FUTURE_WARRIOR_NeonBlue_XT.ID_AFL_HandCannon_FUTURE_WARRIOR_NeonBlue_XT,/Script/Engine.Blueprint,1379,1379,0,0,2712
/AFLBagMan/Equipment/ID_AFL_HandCannon_FUTURE_WARRIOR_NeonGreen_L.ID_AFL_HandCannon_FUTURE_WARRIOR_NeonGreen_L,/Script/Engine.Blueprint,1373,1373,0,0,2714
